,name,region,X,Y
526,Miltonduff 10 Year Old 2011 - Strictly Limited (Càrn Mòr),Speyside Whisky,-0.18023820808915722,-0.28977760543687053
529,Glenlossie 12 Year Old 2008 (casks 10525 & 10529) - Un-Chillfiltered Collection (Signatory),Speyside Whisky,-0.5652928520306122,-0.20878583367798678
531,Tomatin 10 Year Old 2008 (cask 13774) - Old Particular (Douglas Laing),Highland Whisky,-0.3549462558594789,-0.2998977827635134
532,Macduff 18 Year Old 2002 (cask 900262) - Cask Collection (A.D. Rattray),Highland Whisky,0.5007033022881933,-0.0006246990716488598
533,Tomatin 11 Year Old 2008 (cask 79) (Master of Malt),Highland Whisky,-0.00041259626614291445,-0.03954725230945805
535,Laphroaig 21 Year Old 1997 - Single Cask (Master of Malt),Islay Whisky,0.08438705982225728,1.1265484568154172
536,Linkwood 22 Year Old 1997 (cask 7569) - Cask Strength Collection (Signatory),Speyside Whisky,-0.7020733417412844,0.09893178583753305
537,Glen Keith 24 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.5524407675447873,0.11358447170107891
538,Singleton of Dufftown Sunray,Speyside Whisky,0.32213505982938145,-0.26947083439492414
539,Balvenie DoubleWood 12 Year Old (20cl),Speyside Whisky,0.6367081061523483,-0.15086514757651287
540,Craigellachie 10 Year Old 2009 (cask 301035) - The Single Cask,Speyside Whisky,-0.21742127944836004,0.03549114086477856
541,Ballechin 10 Year Old 2009 (cask 303) - Straight From The Cask,Highland Whisky,-0.3477935586198375,0.4060733833443042
542,Ardmore 10 Year Old 2008 - Vintage Casks (Mossburn),Highland Whisky,-0.2133589531239359,0.026742474572859935
543,Teaninich 12 Year Old 2008 - Mey Selections,Highland Whisky,-0.5716085470316166,-0.1263659905730698
544,Edradour Ballechin 8 Year Old Double Malt Double Cask,Highland Whisky,-0.6998964770356136,-0.02050161383829477
545,Edradour Ballechin 8 Year Old Double Malt Double Cask,Highland Whisky,-0.6998964770356136,-0.02050161383829477
546,Edradour Ballechin 8 Year Old Double Malt Double Cask,Highland Whisky,-0.40566627381980613,0.6506545923525826
547,Edradour Ballechin 8 Year Old Double Malt Double Cask,Highland Whisky,-0.40566627381980613,0.6506545923525826
548,Edradour Ballechin 8 Year Old Double Malt Double Cask,Highland Whisky,-0.6998964770356136,-0.02050161383829477
549,Edradour Ballechin 8 Year Old Double Malt Double Cask,Highland Whisky,-0.6998964770356136,-0.02050161383829477
550,Edradour Ballechin 8 Year Old Double Malt Double Cask,Highland Whisky,-0.40566627381980613,0.6506545923525826
551,Edradour Ballechin 8 Year Old Double Malt Double Cask,Highland Whisky,-0.40566627381980613,0.6506545923525826
552,Edradour Ballechin 8 Year Old Double Malt Double Cask,Highland Whisky,-0.6998964770356136,-0.02050161383829477
553,Edradour Ballechin 8 Year Old Double Malt Double Cask,Highland Whisky,-0.6998964770356136,-0.02050161383829477
554,Edradour Ballechin 8 Year Old Double Malt Double Cask,Highland Whisky,-0.40566627381980613,0.6506545923525826
555,Edradour Ballechin 8 Year Old Double Malt Double Cask,Highland Whisky,-0.40566627381980613,0.6506545923525826
556,Edradour Ballechin 8 Year Old Double Malt Double Cask,Highland Whisky,-0.6998964770356136,-0.02050161383829477
557,Edradour Ballechin 8 Year Old Double Malt Double Cask,Highland Whisky,-0.6998964770356136,-0.02050161383829477
558,Edradour Ballechin 8 Year Old Double Malt Double Cask,Highland Whisky,-0.40566627381980613,0.6506545923525826
559,Edradour Ballechin 8 Year Old Double Malt Double Cask,Highland Whisky,-0.40566627381980613,0.6506545923525826
561,Miltonduff 11 Year Old 2009 (casks 701748 & 701749) - Un-Chillfiltered Collection (Signatory),Speyside Whisky,-0.28680607835436894,-0.14890236744155738
562,Glentauchers 12 Year Old 2008 - Forest Whisky,Speyside Whisky,-0.35949647269679474,-0.34773458197529594
563,Macduff 12 Year Old (That Boutique-y Whisky Company),Highland Whisky,0.2699459875945316,0.036097093206349906
564,Caol Ila 6 Year Old 2014 (casks 2005618/19/23) - Benchmark (Murray McDavid),Islay Whisky,0.5845600488041859,0.5428487623648741
565,anCnoc Peatheart - Batch 2,Highland Whisky,-0.7257293681060596,1.7826444480610846
566,Glentauchers 17 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.2766033593761795,-0.06629122316475479
567,Ledaig 17 Year Old (That Boutique-y Whisky Company),Island Whisky,0.3198408466830424,0.6514216054000124
569,Laphroaig 21 Year Old 1999 (cask 14621) - Xtra Old Paticular (Douglas Laing),Islay Whisky,-0.06195494614356927,0.10612027025218625
570,Ledaig 12 Year Old (That Boutique-y Whisky Company),Island Whisky,-0.4638451101856562,0.4594548041882494
571,Ledaig 21 Year Old (That Boutique-y Whisky Company),Island Whisky,-0.31546068277818795,0.9741649849335683
572,The Glenrothes 1988 (bottled 2016) - 2nd Edition,Speyside Whisky,-0.5190990105052005,-0.1547229980876714
573,Jura Red Wine Cask Finish,Island Whisky,0.2848339046891406,-0.28534847719819545
574,Teaninich 9 Year Old 2011 (cask 716302) - The Single Cask,Highland Whisky,-0.34097266951857197,0.14745427275610784
575,Glentauchers 10 Year Old 2010 - Hepburn's Choice (Langside),Speyside Whisky,-0.2667783332112728,-0.40372819700574747
576,1770 Whisky Original Gift Pack with 2x Glasses,Lowland Whisky,0.15859535197458652,-0.30004708512571787
577,Auchentoshan 13 Year Old 2007 - North Star Spirits,Lowland Whisky,-0.058268137827059405,-0.13058725018989323
578,Croftengea 7 Year Old 2010 (cask CM236) - The Golden Cask (House of Macduff),Highland Whisky,-0.49989274026606484,0.2639883179296299
579,Royal Brackla 12 Year Old,Speyside Whisky,-0.5579631711360796,-0.18498734815226708
580,Glen Grant 23 Year Old 1995 (casks 88189 & 88190) - Cask Strength Collection (Signatory),Speyside Whisky,-0.07028193105720709,-0.4162461176361846
581,Teaninich 5 Year Old - Glen Cooper,Highland Whisky,-0.7079633752104296,0.1709460720479282
583,Pulteney 12 Year Old 2008 (cask 15) - Cask Strength Collection (Signatory),Highland Whisky,-0.5375318900496182,-0.09498612052921292
585,Glengoyne 9 Year Old (That Boutique-y Whisky Company),Highland Whisky,-0.40039347693287913,0.11996892192249375
586,Glen Ord 8 Year Old 2012 - Strictly Limited (Càrn Mòr),Highland Whisky,-0.16342897999834616,-0.1337187162181629
587,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
588,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
589,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
590,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
591,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
592,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
593,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
594,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
595,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
596,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
597,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
598,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
599,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
600,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
601,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
602,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
603,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
604,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
605,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
606,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
607,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
608,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
609,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
610,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
611,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
612,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
613,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
614,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
615,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
616,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
617,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
618,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
619,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
620,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
621,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
622,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
623,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
624,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
625,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
626,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
627,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
628,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
629,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
630,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
631,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
632,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
633,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
634,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
635,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
636,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
637,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
638,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
639,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
640,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
641,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
642,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
643,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
644,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
645,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
646,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
647,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
648,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
649,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
650,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
651,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
652,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
653,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
654,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
655,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
656,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
657,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
658,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
659,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
660,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
661,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.7275045486184721,0.9546207122012511
662,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
663,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
664,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.20470271087712083,0.4980294961876545
665,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
666,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
667,Caol Ila 9 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2302016196426878,0.6386196210840964
668,Craigellachie 14 Year Old 2005 (cask 13725) - Old Particular (Douglas Laing),Speyside Whisky,-0.5198545061798667,0.05855029823501455
669,Benriach 20 Year Old 1997 (cask 7859),Speyside Whisky,-0.99934791062457,0.07274361835179131
670,Speyburn 10 Year Old 2009 (cask 701325) - Cask Collection (A.D.Rattray),Highland Whisky,-0.4339894900633291,-0.1603461253420721
671,Auchentoshan 23 Year Old 1998  (cask 100390) - Cask Collection (A.D Rattray),Lowland Whisky,-0.03427322399008889,-0.18789596442695006
674,anCnoc Rùdhan,Highland Whisky,-0.5101604133484282,0.3078663197495435
677,Ruadh Maor 8 Year Old 2012 - Strictly Limited (Càrn Mòr),Highland Whisky,0.10696853409531122,1.469902459015898
679,Glen Elgin 12 Year Old Moscatel Cask Finish (Darkness),Speyside Whisky,-0.7067563227852278,-0.5082718689438888
680,Brackla 14 Year Old 2006 (cask 9327738) - The Octave (Duncan Taylor),Speyside Whisky,0.06355324185447976,-0.2457144096162184
681,Benriach 7 Year Old 2012 (cask 14186) - Provenance (Douglas Laing),Speyside Whisky,-0.5190523120740671,-0.44170361571401706
682,Glengoyne 10 Year Old 2008 - Hepburn's Choice (Langside),Highland Whisky,0.10840160052806727,-0.4258972080203432
683,Aultmore 13 Year Old 2005 - Connoisseurs Choice (Gordon & MacPhail),Speyside Whisky,-0.05170096517189721,0.01107626572288864
684,"Ardmore 7 Year Old 2013 (cask 9066) - The Cooper's Choice (The Vintage Malt Whisky Co,)",Highland Whisky,-0.5202458988992414,0.484393640128196
685,Auchentoshan 22 Year Old 1998 (cask 100696) - Celebration of the Cask (Càrn Mòr),Lowland Whisky,-0.2699491667832762,0.32019127956444804
686,Aultmore 10 Year Old 2010 (cask 800318) - The Cooper's Choice (The Vintage Malt Whisky Co.),Speyside Whisky,0.25440804683009616,-0.22310198029721445
687,Inchfad 13 Year Old (That Boutique-y Whisky Company),Highland Whisky,-0.3543552947400257,0.2510984141943327
689,Royal Brackla 12 Year Old 2007 (cask CM255) - The Golden Cask (House of Macduff),Speyside Whisky,-0.8580485721283342,0.5459978829941365
690,GlenAllachie 21 Year Old 1995 (cask 15019) - Rare Select (Montgomerie's),Speyside Whisky,-1.1804190660581275,0.3454968503227034
691,Port Askaig 12 Year Old - Spring 2020 Edition,Islay Whisky,-0.12789386992436597,0.4591649288286421
692,Glenfiddich 12 Year Old 35cl,Speyside Whisky,0.2653658165319065,0.029750953524130954
694,Ledaig 21 Year Old 1997 (cask 13060) - Old Particular (Douglas Laing),Island Whisky,-0.07249557082890919,0.27852748364824775
695,Caol Ila 26 Year Old 1991 (cask 4678) - Mackillop's Choice,Islay Whisky,0.0223811912505327,0.40160060191580793
696,Craigellachie 9 Year Old - Batch 2 (That Boutique-y Whisky Company),Speyside Whisky,-0.10834307091121502,0.22975286954830498
697,Ardmore 16 Year Old 2003 (cask 13505) - Old Particular (Douglas Laing),Highland Whisky,-0.6487594072013017,0.9843320474132391
698,Bunnahabhain Moine 12 Year Old 2009 (cask 188) - Lady of the Glen (Hannah Whisky Merchants),Islay Whisky,-0.12579350505616438,0.4071781144628201
699,Glen Garioch 10 Year Old (That Boutique-y Whisky Company),Highland Whisky,-0.6707149980481916,0.3231366108192912
700,Benrinnes 12 Year Old 2008 - Strictly Limited (Càrn Mòr),Speyside Whisky,-0.03584409805439154,-0.25767270824003846
701,Deanston 10 Year Old 2011 (cask 800044) - The Wild Scotland Collection (Deerstalker),Highland Whisky,0.03873095357130709,-0.0854106740981226
702,Speyburn Bradan Orach,Highland Whisky,0.5625149305326943,-0.278127150357675
703,Benriach 22 Year Old 1997 - The Whisky Cellar,Speyside Whisky,-0.7657207025603436,-0.09253254391573276
705,Caol Ila 35 Year Old 1984 (cask 13081) - Xtra Old Particular (Douglas Laing),Islay Whisky,0.6877393803785109,1.6644162316777389
706,Benriach 22 Year Old 1994 (cask 2859) - Peated,Speyside Whisky,-0.36438270661419675,0.06024759176671193
707,Deanston 10 Year Old 2009 (cask 97) - Rest & Be Thankful,Highland Whisky,-0.37629945739292303,-0.06814885472847235
708,Benrinnes 12 Year Old 2008 (cask 307314) - Auld Goonsy's Malt,Speyside Whisky,-0.10952798023983212,-0.08500422723840151
709,Aultmore 9 Years Old 2011 (Parcel No.4) - Reserve Casks (The Single Malts of Scotland),Speyside Whisky,-0.216917013431467,-0.1598937174406506
710,Mortlach 20 Year Old 1997 (cask 2977) - Mackillop's Choice,Speyside Whisky,0.2633700414784289,-0.227674493843565
711,Auchentoshan 9 Year Old 2010 (cask 700923) - Highland Laird (Bartels Whisky),Lowland Whisky,-0.27595172393073775,-0.05085485513423689
712,Glen Garioch 8 Year Old 2011 (cask 1335) - The Single Cask,Highland Whisky,-0.340812239440223,-0.029025692957247815
713,Caol Ila 13 Year Old 2008 (cask 303644) - The Single Cask,Islay Whisky,-0.14578020149525203,1.0018061154117914
714,Laphroaig 20 Year Old (That Boutique-y Whisky Company),Islay Whisky,0.09749531728934996,0.36622549938581256
715,Ledaig 10 Year Old 2008 (cask 70099) - Ancient Mariner,Island Whisky,-0.2250495331015221,0.2696443358685176
716,Craigellachie 10 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.4167861651188381,-0.39596732475790025
717,Craigellachie 10 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.4167861651188381,-0.39596732475790025
718,Craigellachie 10 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.020656693992381986,0.31502086526474515
719,Craigellachie 10 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.020656693992381986,0.31502086526474515
720,Craigellachie 10 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.4167861651188381,-0.39596732475790025
721,Craigellachie 10 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.4167861651188381,-0.39596732475790025
722,Craigellachie 10 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.020656693992381986,0.31502086526474515
723,Craigellachie 10 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.020656693992381986,0.31502086526474515
724,Craigellachie 10 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.4167861651188381,-0.39596732475790025
725,Craigellachie 10 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.4167861651188381,-0.39596732475790025
726,Craigellachie 10 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.020656693992381986,0.31502086526474515
727,Craigellachie 10 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.020656693992381986,0.31502086526474515
728,Craigellachie 10 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.4167861651188381,-0.39596732475790025
729,Craigellachie 10 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.4167861651188381,-0.39596732475790025
730,Craigellachie 10 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.020656693992381986,0.31502086526474515
731,Craigellachie 10 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.020656693992381986,0.31502086526474515
732,Caol Ila 10 Year Old 2010 - Hepburn's Choice (Langside),Islay Whisky,-0.2920874898679676,0.20586256247484833
733,Longmorn 25 Year Old 1994 (cask 13921) - Old Particular (Douglas Laing),Speyside Whisky,-0.2670939468103424,-0.17732434283148504
735,Glencadam 6 Year Old (That Boutique-y Whisky Company),Highland Whisky,-0.4260334139571166,0.24204300756599953
736,Bowmore 18 Year Old 2001 (Release No.11714) - The Stories of Wind & Wave (The Character of Islay Whisky Company),Islay Whisky,0.001051082961134001,0.5536827190351254
737,Glenrothes 21 Year Old 1998 (cask 14299) - Old Particular (Douglas Laing),Speyside Whisky,-0.5437734948427345,0.11368944981495506
738,Caol Ila 6 Year Old 2014 (casks 1925785/193/194) - Benchmark (Murray McDavid),Islay Whisky,0.08655508823767993,0.6771606126603067
740,Ardmore Triple Wood,Highland Whisky,-0.14061755013739954,0.442813980190131
741,Glentauchers 1996 (bottled 2020) (cask 7843) - Samaroli,Speyside Whisky,-0.034854692121233016,0.1914420692589376
742,Tormore 21 Year Old (That Boutique-y Whisky Company),Speyside Whisky,0.0910315011476088,-0.17560478503951482
743,Tobermory 23 Year Old Oloroso Sherry Cask Finish,Island Whisky,-0.22940890009666207,-0.3579720901247262
744,Blair Athol 12 Year Old 2008 - Mey Selections,Highland Whisky,-0.44587694369519193,0.01302416419130515
746,Dailuaine 20 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.42633708642055557,0.2612942413290714
747,Laphroaig 15 Year Old 2005 (Release No.11680) - The Stories of Wind & Wave (The Character of Islay Whisky Company),Islay Whisky,-0.1559015627795245,0.9681101964204054
748,Talisker 43 Year Old - Xpedition Oak,Island Whisky,0.28777079989987076,0.3701949256218314
749,Inchgower 11 Year Old 2009 (cask 11228487) - The Octave (Duncan Taylor),Speyside Whisky,-0.26625900446370576,-0.5281493529797097
750,Deanston 9 Year Old 2009 (cask 13199) - Old Particular (Douglas Laing),Highland Whisky,-0.04643033558851742,0.045976766839893185
751,Loch Lomond 14 Year Old,Highland Whisky,-0.7775685144619682,-0.39571689805929733
752,Caperdonich 25 Year Old - Secret Speyside Collection,Speyside Whisky,0.1450217474246113,-0.40593748139818736
753,Blair Athol - Skene Whisky,Highland Whisky,-0.6011926113624735,-0.6389245944919424
754,Bruichladdich Scottish Barley - The Classic Laddie - 4.5l,Islay Whisky,-0.13355924142836592,0.3450908349114809
756,Caperdonich 25 Year Old Peated - Secret Speyside Collection,Speyside Whisky,0.5243177489215981,1.0710079000043333
757,Glenrothes 11 Year Old 2007 - Vintage Casks (Mossburn),Speyside Whisky,-0.6765297817467756,-0.10448557680735698
758,Highland Park 21 Year Old 1999 (cask 5029274) - The Octave (Duncan Taylor),Island Whisky,0.20525908078741562,0.42977433537320175
759,Bunnahabhain 40 Year Old,Islay Whisky,0.33423968189221415,-0.22098158534423284
760,Glentauchers 10 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.19592423010613147,0.1762275397778401
761,Glenburgie 8 Year Old 2012 - Strictly Limited (Càrn Mòr),Speyside Whisky,-0.48229640510404526,-0.1265920177277443
762,Bowmore 19 Year Old (That Boutique-y Whisky Company),Islay Whisky,-0.6439789277634058,0.41747237103330187
763,Auchroisk 26 Year Old 1993 (cask 2788) - Cask Collection (A. D. Rattray),Speyside Whisky,-0.5822529358648088,-0.10655211602327858
764,Glenlivet 1999 (bottled 2018) (cask 77205) - Samaroli,Speyside Whisky,-0.3952141907579393,-0.05785130701813715
765,Caol Ila 8 Year Old 2012 (cask 325887) - The Whisky Cellar,Islay Whisky,-0.15685160876405574,0.8495488746061571
766,Royal Brackla 7 Year Old 2014 (cask 9373) - The Cooper's Choice (The Vintage Malt Whisky Co.),Speyside Whisky,-0.7140368095094606,0.03278714194825322
767,Allt-á-Bhainne 23 Year Old 1996 (cask 187540) - Berry Bros. & Rudd,Speyside Whisky,-0.054473579782793324,0.10804036432259195
768,Port Ellen 40 Year Old - Untold Stories Series,Islay Whisky,0.44135086994508743,0.3815688675915192
769,Glen Keith 21 Year Old - Secret Speyside Collection,Speyside Whisky,-0.73247012554715,-0.17379797213289777
770,Glen Elgin 12 Year Old 2007 (cask 801513) - The Single Malts of Scotland,Speyside Whisky,-1.0021017224075328,0.018681993247650464
771,Caol Ila 9 Year Old 2011 (cask 157) - Monologue (Chapter 7),Islay Whisky,0.657518433247955,1.135469565627753
772,Braes of Glenlivet 30 Year Old - Secret Speyside Collection,Speyside Whisky,0.49595322817922455,-0.16700197784448156
773,Inchgower 11 Year Old 2010 (cask 801364) - The Cooper's Choice (The Vintage Malt Whisky Co.),Speyside Whisky,0.12065728551323927,-0.08780786008340447
