,name,region,X,Y
4736,Highland Park 15 Year Old 1999 (cask 800199) - Artist #5 (La Maison du Whisky),Island Whisky,0.12440216607008239,-0.09309933512190943
4737,Glen Elgin 25 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.6123244261827785,0.013118232261448167
4738,Caol Ila 30 Year Old 1983 (2014 Special Release),Islay Whisky,0.5508118261598273,0.7350544320416157
4739,Glenturret 29 Year Old 1986 (cask 298) - Cask Strength Collection (Signatory),Highland Whisky,-0.187356276313547,-0.18460451034061337
4740,Linkwood 15 Year Old 1999 (casks 6176 & 6177) - Un-Chillfiltered Collection (Signatory),Speyside Whisky,-0.1267566111964212,-0.10816394651631694
4741,Aberlour A'Bunadh Batch 54,Speyside Whisky,-0.43158701119589493,-0.623052106425111
4742,The Glenturret 10 Year Old,Highland Whisky,0.913003985185459,-0.06540023465912233
4743,Speyburn 9 Year Old 2007 (cask 11071) - Provenance (Douglas Laing),Highland Whisky,-0.1191436660443155,-0.3965548559683285
4744,Springbank 24 Year Old 1991 - A Rare Find (Gleann Mór),Campbeltown Whisky,-0.019088736924567445,0.1665980707612047
4745,Bruichladdich 25 Year Old 1991 (casks 2490 & 2491) - Dun Bheagan (Ian Macleod),Islay Whisky,-0.7946263851442305,-0.04363098031346796
4746,Inchmurrin 19 Year Old 1996 (cask 33) (Signatory),Highland Whisky,-0.6623313921546635,-0.19865220952631993
4747,Highland Park 11 Year Old 2000 - The Nectar of the Daily Drams,Island Whisky,0.2886086351595142,0.5434817204561799
4748,Edradour 10 Year Old 2005 (cask 116) - Un-Chillfiltered Collection (Signatory),Highland Whisky,0.015146127434177828,-0.33944326436404243
4749,Aberlour 21 Year Old 1995 (cask 11063) - Old Particular (Douglas Laing),Speyside Whisky,-0.10836729171227041,-0.5533571729788719
4750,Summer Breeze 1995 (bottled 2015) - Wemyss Malts (Linkwood),Speyside Whisky,-0.3499480130100781,-0.34586965020216254
4751,Clynelish 20 Year Old 1995 (cask 8686) - Cask Strength Collection (Signatory),Highland Whisky,-0.32780545129843175,-0.13329661590498373
4752,Mortlach 26 Year Old 1987 - Single Cask (Master of Malt),Speyside Whisky,-0.02539015389664151,0.0336698025659294
4753,Arran 18 Year Old 1997 (cask 97/741) - Dimensions (Duncan Taylor),Island Whisky,-0.03918226370008861,0.12253700865110417
4754,Caol Ila 12 Year Old 2003 - Single Cask (Master of Malt),Islay Whisky,-0.7746311707496459,0.17553303179562016
4755,Glengoyne 35 Year Old In Decanter,Highland Whisky,-0.03227382046515949,-0.13444819940835823
4756,Talisker 30 Year Old - Classic Malts & Food Gift Set with 2x Glasses,Island Whisky,0.4962759829343826,1.0460037690649928
4757,Lagavulin 1995 - Feis Ile 2014,Islay Whisky,0.32010023489647865,0.22436158430326059
4758,Laphroaig 18 Year Old 1997 (cask 10951) - Old Particular (Douglas Laing),Islay Whisky,0.33288718313591964,1.6577057800700499
4759,Glenfarclas 105 20 Year Old,Speyside Whisky,0.9264496914527018,-0.5053893152148915
4760,Edradour Ballechin #7 Bordeaux Cask Matured (The Discovery Series),Highland Whisky,0.37353668045726235,0.0765766430338112
4761,Inchgower 20 Year Old 1995 (cask 10880) - Old Particular (Douglas Laing),Speyside Whisky,0.14900530874605866,-0.19510766858823414
4762,Glenlivet 19 Year Old 1996 (cask 79229) - Un-Chillfiltered (Signatory),Speyside Whisky,0.11112561145017148,-0.29136627505471413
4763,Springbank 12 Year Old Cask Strength - 56.5%,Campbeltown Whisky,0.25528980580776744,-0.2022365699383154
4764,Glen Grant 21 Year Old 1995 (cask 11332) - Old Particular (Douglas Laing),Speyside Whisky,-0.48177585287911207,-0.06942204685068365
4765,Ben Nevis 19 Year Old 1995 (cask 497) - The Maltman,Highland Whisky,-0.6227269951363442,0.0409639276911586
4766,Benriach 11 Year Old 2006 (cask 1856),Speyside Whisky,-1.0449699157273005,0.08154364393758418
4767,Balmenach 28 Year Old 1988 (cask 3243) - Cask Strength Collection (Signatory),Speyside Whisky,-0.25527109155197236,-0.4256700202080431
4768,Mortlach 22 Year Old 1992 - Old & Rare Platinum (Hunter Laing),Speyside Whisky,0.09174336795398172,0.4691133874864668
4769,Tomintoul 10 Year Old 2006 - Hepburn's Choice (Langside),Speyside Whisky,-0.38547836420716497,-0.15366454469839502
4770,Edradour Ballechin 11 Year Old 2004 (cask 277) - Trilogy,Highland Whisky,0.6139879908391984,0.35935834387774285
4787,Ben Nevis 21 Year Old 1995 - A Rare Find (Gleann Mór),Highland Whisky,-0.4617173572393239,-0.11407193479705645
4788,Bruichladdich Wild and Primitive 2002 (cask 561) (bottled 2013) - Samaroli,Islay Whisky,-0.031735951993540276,0.2554294334015138
4789,Jura Origin 10 Year Old with Tin,Island Whisky,0.9686911892181542,-0.030756239905626176
4790,Darkness! Braeval 21 Year Old Pedro Ximénez Cask Finish,Speyside Whisky,-0.5269865948753949,-0.30033093100169334
4791,Laphroaig 15 Year Old 2000 (cask 10972) - Old Particular (Douglas Laing),Islay Whisky,0.13275732003969143,0.8267027779913625
4792,Ardmore 4 Year Old 2011 - Strictly Limited (Càrn Mòr),Highland Whisky,0.08439752202508886,0.31180858256398564
4793,Aberlour 22 Year Old 1992 (cask 11) - The Maltman,Speyside Whisky,0.060996501105897744,-0.20002965145543805
4794,Aultmore - Batch 6 (That Boutique-y Whisky Company),Speyside Whisky,-0.07838575476278775,-0.374748111812426
4795,Blair Athol 5 Year Old 2010 - Strictly Limited (Càrn Mòr),Highland Whisky,-0.08359651538429622,-0.3662866958399783
4796,Bunnahabhain 10 Year Old 2005 - Small Batch (WM Cadenhead),Islay Whisky,0.15827393649694316,0.39348960448874276
4797,Glen Ord 25 Year Old 1990 (cask 10872) - Old Particular (Douglas Laing),Highland Whisky,0.15916795531559574,0.08354493135585819
4798,Longmorn 24 Year Old 1990 (cask 191954) - Single Malts of Scotland (Speciality Drinks),Speyside Whisky,-0.5491208057022308,-0.07981392957263304
4799,Glenfarclas 1968 Family Cask - 'My Tribute',Speyside Whisky,0.7522497793858802,-0.6604866147436534
4800,Edradour 10 Year Old 2005 (cask 41) - Un-Chillfiltered (Signatory),Highland Whisky,0.15080807961278642,-0.029820489519325817
4801,Bunnahabhain 14 Year Old 2001 (cask 1428) - The Cooper's Choice  (The Vintage Malt Whisky Co.),Islay Whisky,-0.34296322272022695,-0.3034499770293508
4803,Talisker 8 Year Old 2008 (cask 12657) - Old Malt Cask (Hunter Laing),Island Whisky,0.10172570521676913,0.7818221845877784
4804,Talisker 5 Year Old 2009 - Hepburn's Choice (Langside),Island Whisky,0.7002018978432932,1.4163024053329993
4805,Tobermory 20 Year Old 1995 (cask 11) - The Maltman,Island Whisky,0.0006351625498234037,0.03207833905681717
4806,Smith's Glenlivet 1967 (bottled 2012) - Gordon & MacPhail,Speyside Whisky,1.0008513436551518,-0.5564002073345358
4807,Allt-a-Bhainne 7 Year Old 2008 (cask 10988) - The Clan Denny (Douglas Laing),Speyside Whisky,0.027133327479051544,-0.22548827310458933
4808,Oban Lifeboat RNLI 18 Year Old (Douglas Laing),Highland Whisky,-0.43606546793646295,0.18950925473032867
4809,Tobermory 20 Year Old 1995 (cask 1237) - Lady of the Glen (Hannah Whisky Merchants),Island Whisky,-0.02347866881417955,0.6682251441344198
4810,Dalmore 20 Year Old 1995 (cask 91121) - Dun Bheagan (Ian Macleod),Highland Whisky,-0.7852776322657795,-0.5240132037547228
4811,Macduff 20 Year Old 1995 (cask 7869 & 7872) - Cask Strength Collection (Signatory),Highland Whisky,-0.2554236528888651,-0.35239111989529204
4812,Benrinnes 20 Year Old 1996 (cask 11200) - Old Particular (Douglas Laing),Speyside Whisky,-0.28696308702986795,-0.47682598304095464
4813,Macduff 12 Year Old 2002 (cask 900258) - Chieftain's (Ian Macleod),Highland Whisky,-0.07950005059965468,-0.3366758728724104
4814,Imperial 20 Year Old 1995 (casks 50254 & 50256) - Cask Strength Collection (Signatory),Speyside Whisky,0.7993230282631189,-0.5901399934163193
4815,Glenturret 29 Year Old 1986 (cask 299) - Cask Strength Collection (Signatory),Highland Whisky,-0.4255592894117976,-0.043515855410422785
4816,Inchmurrin 18 Year Old (Old Bottling),Highland Whisky,0.14477705360357837,-0.17437648684353196
4817,Glen Grant 25 Year Old 1990 (cask 11180) - Xtra Old Particular (Douglas Laing),Speyside Whisky,-0.45369910687984627,-0.6474083563354617
4818,Glenlivet 18 Year Old 1996 (cask 163418) - Un-Chillfiltered (Signatory),Speyside Whisky,-0.06799152280081532,-0.47328280615168916
4819,Ledaig Single Malt,Island Whisky,0.7446708864059997,0.14977110113067657
4820,Glen Scotia 1992 (bottled 2014) (cask 4) - Samaroli,Campbeltown Whisky,-0.13182591104038258,-0.34114144061476115
4821,Glenglassaugh 35 Year Old 1978 - The Massandra Connection - Madeira Wood Finish,Highland Whisky,-0.2782238884915394,0.5095528929195409
4822,Laphroaig 15 Year Old 2001 (cask 12357) - Old Malt Cask (Hunter Laing),Islay Whisky,0.0968105380031879,1.3506237805045729
4823,Mosstowie 35 Year Old 1979 (cask 5042) - Cask Strength Collection (Signatory),Speyside Whisky,-0.1272625018785193,-0.350130445134071
4824,Ben Nevis 16 Year Old 1996 - Single Cask (Master of Malt),Highland Whisky,0.1383328902031227,0.18550424396857407
4825,Bowmore 15 Year Old 2000 (cask 10794) - Old Particular (Douglas Laing),Islay Whisky,0.19424914562330742,0.6853122939789165
4826,Ben Nevis 10 Year Old 2006 (cask 11195) - Provenance (Douglas Laing),Highland Whisky,-0.254824226971865,-0.0011674138304950676
4827,Waffles and Ice Cream 1997 (bottled 2015) - Wemyss Malts (Clynelish),Highland Whisky,-0.18794056685545393,-0.21415187417389797
4828,Ledaig 9 Year Old 2008 (cask 12022) - Provenance (Douglas Laing),Island Whisky,-0.6831602148761399,0.7550116885942904
4829,Laphroaig 10 Year Old 2005 (cask 80080) - Dimensions (Duncan Taylor),Islay Whisky,0.3005549622791804,0.7677400012592094
4830,Caol Ila Feis Ile 2011 - Bodega Sherry,Islay Whisky,0.9848587097605994,0.44217878644296416
4831,Port Ellen 27 Year Old 1983 (cask 6101) - Provenance (Douglas Laing),Islay Whisky,0.6784985818136553,1.2434822605783806
4832,Caol Ila Moch - Classic Malts & Food Gift Set with 2x Glasses,Islay Whisky,0.6583813662436193,0.6386933029741764
4833,Port Ellen 23 Year Old 1982 - Jumping Jack (Whisky Plus),Islay Whisky,0.2340912889119356,0.678198687230789
4834,Bruichladdich 13 Year Old 2002 (cask 10957) - Old Particular (Douglas Laing),Islay Whisky,0.29408065027469843,0.7474495602682105
4835,Edradour 10 Year Old 2005 (cask 74) - Un-Chillfiltered Collection (Signatory),Highland Whisky,0.2562583328243646,-0.42709616535425765
4836,anCnoc Peter Arkle Limited Edition - Luggage (Travel Retail) 1l,Highland Whisky,-0.06987309688444812,0.11544523474074432
4837,Williamson 6 Year Old (That Boutique-y Whisky Company),Islay Whisky,-0.0800664093226001,0.5451716170271865
4838,BenRiach 17 Year Old Solstice (2nd Edition),Speyside Whisky,0.4568162087581922,0.18768977646628904
4839,Jura 1997 Connoisseurs Choice (Gordon & MacPhail),Island Whisky,0.4121599458711706,-0.5003669860083648
4840,Imperial 20 Year Old 1995 (casks 50242 & 50243) - Un-Chillfiltered (Signatory),Speyside Whisky,-0.37256832518187255,-0.19669493287711995
4841,Glenallachie 16 Year Old 1995 (cask 7932) - Old Malt Cask (Douglas Laing),Speyside Whisky,0.11267464446355456,-0.30921469704657634
4842,Laphroaig 15 Year Old 2000 (cask 11708) - Old Malt Cask (Hunter Laing),Islay Whisky,0.8392551562455787,2.0044229601206895
4843,Macallan 15 Year Old 1997 - Single Cask (Master of Malt),Speyside Whisky,-0.34154316286459635,-0.4965777565561148
4844,Arran Machrie Moor Peated Cask Strength - Second Edition,Island Whisky,0.2789998538491728,1.228339930578706
4845,Lagavulin 1996 (bottled 2012) Pedro Ximénez Cask Finish - Distillers Edition,Islay Whisky,0.5514654622669797,-0.5106984151962678
4846,Bladnoch 26 Year Old 1990 (cask 30339) -The Cooper's Choice (The Vintage Malt Whisky Co.),Lowland Whisky,-0.1072389826529466,0.27061920155007063
4847,Glencadam 1990 - Rare Select (Montgomerie's),Highland Whisky,0.4014443681348191,0.027240979906308443
4848,Bowmore 16 Year Old 1992 Bordeaux Wine Cask Finish,Islay Whisky,1.1790976641594115,0.6354472226064002
4849,"Ardbeg 10 Year Old Escape Pack With 2 ""Shortie"" Glasses",Islay Whisky,0.46687661873425446,1.0635554454513243
4850,Glen Garioch - Batch 1 (That Boutique-y Whisky Company),Highland Whisky,-0.17911077339053744,-0.26069996744410884
4851,Inchgower 8 Year Old 2008 (outturn: 395 bottles)- Hepburn's Choice (Langside),Speyside Whisky,-0.745628781285428,-0.5254991311007463
4852,Caol Ila 12 Year Old 2003 - A Rare Find (Gleann Mór),Islay Whisky,0.09202144412288393,0.28734628565267084
4853,Smith's Glenlivet 1966 (bottled 2012) - Gordon & MacPhail,Speyside Whisky,0.7598549410792302,-0.37906366951900905
4854,Balvenie Tun 1509 - Batch 1,Speyside Whisky,-0.26936494026053287,-0.2021099845683255
4856,Longmorn 1999 (bottled 2013) (Gordon & MacPhail),Speyside Whisky,-0.2565758704340192,-0.2778655609981041
4857,Dalmore Mackenzie,Highland Whisky,0.534732146654884,-0.2552224515671724
4858,Glenrothes 25 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.5591722578224083,-0.235967254873825
4859,Tomatin 27 Year Old 1988 - Batch 3,Highland Whisky,-0.5354370919481883,-0.046097167167225214
4860,Kilchoman 100% Islay - 7th Edition,Islay Whisky,-0.8769993451609458,0.14714832395147706
4861,Glenturret 28 Year Old 1987 (cask 11028) - Old Particular (Douglas Laing),Highland Whisky,0.33823235287531955,-0.18049599815726103
4862,Laphroaig 21 Year Old 1996 - Old & Rare (Hunter Laing) Magnum (1.5L),Islay Whisky,0.13941033888834486,0.954748839254214
4863,The GlenDronach 25 Year Old - Grandeur Batch 7,Highland Whisky,-0.033769545717322,-0.7494547499637545
4865,Macduff 25 Year Old 1990 (cask 10954) - Xtra Old Particular (Douglas Laing),Highland Whisky,-0.2565218303784393,-0.7496004671877577
4866,Jura 20 Year Old 1996 (cask 93831) - Dun Bheagan (Ian Macleod),Island Whisky,-0.39315160447527725,0.00618417288217557
4867,Edradour 10 Year Old 2006 (cask 386) - Straight From The Cask,Highland Whisky,-0.07623730486827321,-0.177729081472408
4868,Barrista's Dram 2002 (bottled 2015) - Wemyss Malts (Craigellachie),Speyside Whisky,-0.2849567319728741,-0.034379436459752444
4869,Bruichladdich 11 Year Old 2005 (cask 11509) - Old Particular (Douglas Laing),Islay Whisky,-0.698683870718388,-0.6592506429620885
4870,Mosstowie 35 Year Old 1979 (cask 25756) - Cask Strength Collection (Signatory),Speyside Whisky,0.34827655640792465,-0.304183495277229
4871,Cragganmore 26 Year Old (That Boutique-y Whisky Company),Speyside Whisky,-0.6867427546475053,0.07482619971105814
4872,GlenDronach 20 Year Old 1995 (cask 3047),Highland Whisky,0.44306208048537793,-0.5249241737998102
4873,Deanston - Batch 2 (That Boutique-y Whisky Company),Highland Whisky,-0.2913698507367972,-0.07078277501462406
4874,Auchentoshan 19 Year Old 1992 - Mission Gold (Murray McDavid),Lowland Whisky,-0.05076298205401936,-0.0981378909648763
4875,Benrinnes 11 Year Old 2004 (cask 10965) - Provenance (Douglas Laing),Speyside Whisky,0.10259851079830185,-0.04600464310434649
4876,Glen Moray 20 Year Old 1991 (cask 9408) - Dimensions (Duncan Taylor),Speyside Whisky,0.36711918871876587,-0.22610778767553294
4877,Glen Grant 30 Year Old 1985 (cask 11009) - Xtra Old Particular (Douglas Laing),Speyside Whisky,0.5589501414799753,-0.36837414177856564
4878,Dalmore Cromartie,Highland Whisky,0.34402419043472404,-0.4586416942985054
4879,Benromach 2005 (bottled 2015) Hermitage Wood Finish,Speyside Whisky,0.42575515510018525,-0.2109279481047217
4880,Highland Park 2006 (bottled 2015) - Cask Strength (Gordon & MacPhail),Island Whisky,-0.06570376834532994,0.026768830071323496
4881,Highland Park 1977 Bicentenary,Island Whisky,0.7705048960037268,0.019330130793565548
4882,Clynelish 17 Year Old 1997 - Lady of the Glen (Hannah Whisky Merchants),Highland Whisky,0.3666102962007113,-0.6116229888589041
4883,Glenallachie 19 Year Old 1996 (cask 5242) (Signatory),Speyside Whisky,-0.24276990122105246,0.04841298601956841
4884,Kilchoman 4 Year Old 2010 - Single Quarter Cask Release (cask 582/2010) (Master of Malt),Islay Whisky,0.08789336301198072,0.7054279005637943
4885,GlenDronach 21 Year Old 1994 (cask 3274),Highland Whisky,0.02309269418262025,-0.887644161817384
4886,Mortlach 7 Year Old 2009 (cask 11196) - Provenance (Douglas Laing),Speyside Whisky,-0.41121830583601576,-0.13241083111874527
4887,Glenrothes 26 Year Old 1990 (cask 19016) - Cask Strength Collection (Signatory),Speyside Whisky,-0.3773563177190508,0.0172573076687085
4888,GlenDronach 23 Year Old 1992 (cask 76),Highland Whisky,0.5661567923181842,-0.7674485416591863
4889,Glenrothes 25 Year Old 1990 (cask 19014) - Cask Strength Collection (Signatory),Speyside Whisky,-0.22997992497548542,-0.18017162146904508
4890,Edradour 10 Year Old 2005 (cask 49) - Straight From The Cask,Highland Whisky,0.10846013661199919,-0.46003543333472435
4891,GlenDronach 24 Year Old 1991 (cask 2361),Highland Whisky,0.3258700569821313,-0.5767883442542417
4892,Oban 'Available Only At The Distillery',Highland Whisky,-0.2735781840003773,0.452693598272243
4893,Glenrothes 23 Year Old 1993 - Single Cask (Master of Malt),Speyside Whisky,-0.4327845132299989,0.19307132188387338
4894,Bruichladdich 16 Year Old 1999 (bottled 2015) - A Rare Find (Gleann Mór),Islay Whisky,-0.2764441108603269,0.14654304556347209
4895,Darkness! Bruichladdich 12 Year Old Oloroso Cask Finish,Islay Whisky,0.3264167042463654,-0.34351109307866007
4896,Littlemill 21 Year Old 1991 - Single Cask (Master of Malt),Lowland Whisky,0.3122357249830974,0.09216882156108466
4897,Caol Ila 31 Year Old 1983 (cask 5291) - Cask Strength Collection (Signatory),Islay Whisky,0.7857333014744544,0.6289054138078483
4898,Glenrothes Alba Reserve,Speyside Whisky,-0.7742936649484279,-0.14694379272624997
4899,Convalmore 1981 - Connoisseurs Choice (Gordon and MacPhail),Speyside Whisky,0.4277587185972912,-0.15374617696559356
4900,Highland Park Dragon Legend,Island Whisky,-0.44589996160397455,0.46650074540776204
4901,Miltonduff 7 Year Old 2005 (cask 9239) - Provenance (Douglas Laing),Speyside Whisky,0.4981203880465366,-0.4584826288741995
4902,Glen Garioch 17 Year Old 1998 (cask 3728) - Celebration of the Cask Black Gold (Càrn Mòr),Highland Whisky,-0.04937458477638734,-0.4238214878381831
4903,Strathmill 25 Year Old 1990 (cask 11068) - Xtra Old Particular (Douglas Laing),Speyside Whisky,-0.22039527490451924,0.19131770544234183
4904,Port Askaig 30 Year Old (51.1%),Islay Whisky,0.019793548341947798,0.3724296860839746
4905,Glenfarclas 25 Year Old Quarter Casks,Speyside Whisky,0.17531644824878842,-0.7515834108707365
4906,Mortlach 11 Year Old 2004 (cask 12150) - Old Malt Cask (Hunter Laing),Speyside Whisky,-0.2873618001356874,0.3790131682063221
4908,Oban 21 Year Old (2013 Special Release),Highland Whisky,0.1149989855206437,0.6471886323966412
4909,Macallan 1970 - Speymalt (Gordon & MacPhail),Speyside Whisky,0.6985501386873799,-0.7779948341824574
4910,Coastal Confection 1996 (bottled 2015) - Wemyss Malts (Bowmore),Islay Whisky,0.4593869604052942,0.9478043181760677
4911,Strathmill 23 Year Old 1992 (bottled 2015) - Small Batch (WM Cadenhead),Speyside Whisky,0.010413676210496079,-0.1595927545282625
4912,Glenlivet 33 Year Old 1981 (cask 9644) - Cask Strength Collection (Signatory),Speyside Whisky,-0.5229463725182519,-0.19243675026898122
4913,Lagavulin Feis Ile 2013 - 18 Year Old,Islay Whisky,1.0789549461994645,-0.1569673854932619
4914,Caol Ila 5 Year Old 2010 (cask 11321) - Provenance (Douglas Laing),Islay Whisky,0.27137289198802883,0.9595543345178107
4915,Glenmorangie Ealanta 1993 Private Edition,Highland Whisky,0.47876479462161303,-0.2614834116028795
4916,Glenlossie 17 Year Old 1997 - Single Cask (Master of Malt),Speyside Whisky,-0.17394646072508058,-0.3886743178931622
4917,Fettercairn 14 Year Old 2002 - Distiller's Art (Langside),Highland Whisky,-0.004247933898727524,-0.011356949905128887
4918,Port Charlotte 13 Year Old - Batch 2 (That Boutique-y Whisky Company),Islay Whisky,0.12510819444739316,0.9594852010164429
4919,Auchentoshan 18 Year Old 1997 (cask 11027) - Old Particular (Douglas Laing),Lowland Whisky,-0.0769546505565516,0.2831554306334916
4920,Strathmill 32 Year Old 1983 (cask 10912) - Xtra Old Particular (Douglas Laing),Speyside Whisky,-0.1181359187279726,-0.7608517553198706
4921,Fettercairn - Batch 1 (That Boutique-y Whisky Company),Highland Whisky,-0.32207483753339206,0.05620499155162148
4923,Bruichladdich Islay Barley 2004 (50cl),Islay Whisky,0.499855408189617,-0.1854009849780857
4924,Mortlach 18 Year Old 1997 (casks 7177 + 7181) - Un-Chillfiltered Collection (Signatory),Speyside Whisky,0.25850150555578255,-0.38467243495143943
4925,Caol Ila 5 Year Old 2008 (cask 311913) - Artist #6 (La Maison du Whisky),Islay Whisky,0.17154199597878184,1.5115886686036457
4926,Glen Garioch 6 Year Old 2010 (cask 11083) - Provenance (Douglas Laing),Highland Whisky,0.0153902100313619,-0.13076614337181128
4927,Bruichladdich 9 Year Old 2006 (cask 1339) - Svenska Eldvatten,Islay Whisky,-0.12917759693221997,-0.3419778698977623
4928,Balblair 2003 - 1st Release,Highland Whisky,0.21542279406240633,0.20465208746701363
4929,The Macallan Fine Oak Masters Edition,Speyside Whisky,0.228443572601501,-0.3939817307045771
4930,Bruichladdich Cuvee 407 – PX,Islay Whisky,0.5830035309492719,-0.5493916246047181
4931,Glen Ord 12 Year Old 2004 (cask 12812) - Old Malt Cask (Hunter Laing),Highland Whisky,-0.7774876825769063,0.1235363163240214
4932,Lagavulin 10 Year Old 2006 - Single Cask (Master of Malt),Islay Whisky,-0.20899078628426943,0.8269803694386872
4934,Darkness! Tobermory 17 Year Old Oloroso Cask Finish,Island Whisky,0.18593175610073312,-0.3810991035874247
4935,Mortlach 13 Year Old 2002 (casks 12592+12593) (Signatory),Speyside Whisky,0.01622153980562384,-0.5556833586547721
4936,BenRiach - Batch 3 (That Boutique-y Whisky Company),Speyside Whisky,0.4479099919307246,-0.2590560482077514
4937,Darkness! Aberlour 20 Year Old Pedro Ximénez Cask Finish,Speyside Whisky,-0.16328458101022325,-0.38925103711554554
4938,Allt-á-Bhainne 22 Year Old 1993 - Single Cask (Master of Malt),Speyside Whisky,0.10786705561168267,-0.32946651607862454
4939,Strathmill 21 Year Old 1991 - Single Cask (Master of Malt),Speyside Whisky,0.21927099531796507,-0.015799596910084528
4940,Glen Keith 24 Year Old - Batch 4 (That Boutique-y Whisky Company),Speyside Whisky,-0.8825698022258346,-0.09175038771988564
4941,Glenrothes 25 Year Old 1991 - Single Cask (Master of Malt),Speyside Whisky,-0.48170084800997093,-0.22134194566499754
4942,GlenDronach 19 Year Old Madeira Cask Finish,Highland Whisky,-0.37192380740869224,-0.10160322984559098
4943,anCnoc 16 Year Old,Highland Whisky,0.1700442330985658,-0.17787035158475703
4945,anCnoc Rutter,Highland Whisky,0.015837543366116168,0.4002928829963872
4946,Highland Park 18 Year Old 1997 (cask 11364) - Xtra Old Particular (Douglas Laing),Island Whisky,-0.4486230713949955,0.8579826862126592
4947,Glen Scotia 12 Year Old (New Bottling),Campbeltown Whisky,0.5720621411668916,0.4904600380765203
4949,Jura 25 Year Old 1991 (cask 11067) - Xtra Old Particular (Douglas Laing),Island Whisky,-0.20428326761187013,0.44945529712682647
4950,Darkness! Aultmore 6 Year Old Oloroso Cask Finish,Speyside Whisky,0.29995024561928385,-0.28043381353867136
4951,Brora 35 Year Old 1978 (2014 Special Release),Highland Whisky,0.2089326042994295,0.7692766845672365
4952,Bunnahabhain 24 Year Old 1990 - Highland Laird (Bartels Whisky),Islay Whisky,-0.573224139601973,0.3095034690195223
4969,Glentauchers 7 Year Old 2010 - Strictly Limited (Càrn Mòr),Speyside Whisky,-0.9387939376512612,0.03374241182336384
4970,Dailuaine 9 Year Old 2007 (cask 11250) - Provenance (Douglas Laing),Speyside Whisky,-0.12293425076807415,-0.5670597260832442
4971,Allt-á-Bhainne 22 Year Old 1993 (cask 10991) - Old Particular (Douglas Laing),Speyside Whisky,0.37395689612126665,-0.0598958409717284
4972,Ben Nevis 23 Year Old 1991 (cask 2916) - Un-Chillfiltered (Signatory),Highland Whisky,-0.21846879473114578,-0.18299963095676688
4973,Bruichladdich 23 Year Old 1993 - Single Cask (Master of Malt),Islay Whisky,0.1055231955023627,-0.1923382522803768
4974,Dalmore 1980 (bottled 2014),Highland Whisky,0.2639006574960096,-0.28617846494946286
4975,Octomore 04.2 Comus,Islay Whisky,0.41969002816689566,0.22214153406035825
4976,Bowmore 14 Year Old 2002 (cask 12765) - Old Malt Cask (Hunter Laing),Islay Whisky,-0.2981483444596966,1.0797322884754703
4977,Caol Ila 15 Year Old 1998 Unpeated (2014 Special Release),Islay Whisky,0.5043792077253922,0.03561250966623557
4978,Edradour 10 Year Old 2006 (cask 370) - Un-Chillfiltered Collection (Signatory),Highland Whisky,0.23457333497245406,-0.6532522608066221
4979,Speyside 22 Year Old 1994 (cask 22) - Lady of the Glen (Hannah Whisky Merchants),Speyside Whisky,-0.05575972433386807,-0.4422055192319748
4981,Glenlossie 25 Year Old - Batch 2 (That Boutique-y Whisky Company),Speyside Whisky,0.03880388963088535,-0.01858706117249992
4982,Fettercairn 18 Year Old 1995 (cask 10839) - Old Malt Cask (Hunter Laing),Highland Whisky,-0.8520350808994693,0.09004335128279922
4983,Laphroaig 32 Year Old,Islay Whisky,0.9375200472778263,0.3698621581845688
4984,Edradour 10 Year Old 2005 (cask 75) - Straight From The Cask,Highland Whisky,0.624339763333464,-0.5852067981250295
4985,Fettercairn 23 Year Old 1989 (cask 1374) - Celebration of the Cask (Càrn Mòr),Highland Whisky,0.33041662173816233,-0.6337913722990677
4986,Benrinnes 20 Year Old 1995 (cask 5894) - Cask Strength Collection (Signatory),Speyside Whisky,-0.2779940392544365,-0.06248384997659307
4987,Edradour 10 Year Old 2006 (cask 360)  - Un-Chillfiltered Collection (Signatory),Highland Whisky,-0.5673146687523034,-0.1795957286866478
4988,Dailuaine 12 Year Old 2003 (cask 11076) - Old Particular (Douglas Laing),Speyside Whisky,-0.42003562027842384,-0.3236727177297222
4989,Arran 19 Year Old 1996 (cask 11885) - Old Malt Cask (Hunter Laing),Island Whisky,-0.2828400665616825,0.16868797048219977
4990,Speyside 21 Year Old 1993 (cask 12162) - Old Malt Cask (Hunter Laing),Speyside Whisky,-0.36965197584507253,-0.6167673005401721
4991,Tomatin 15 Year Old,Highland Whisky,0.6382819576372338,-0.2099029699037085
4992,Tomatin 15 Year Old,Highland Whisky,0.6382819576372338,-0.2099029699037085
4993,Tomatin 15 Year Old,Highland Whisky,-0.8940433693429712,0.08168461364457387
4994,Tomatin 15 Year Old,Highland Whisky,-0.8940433693429712,0.08168461364457387
4995,Tomatin 15 Year Old,Highland Whisky,0.6382819576372338,-0.2099029699037085
4996,Tomatin 15 Year Old,Highland Whisky,0.6382819576372338,-0.2099029699037085
4997,Tomatin 15 Year Old,Highland Whisky,-0.8940433693429712,0.08168461364457387
4998,Tomatin 15 Year Old,Highland Whisky,-0.8940433693429712,0.08168461364457387
4999,Tomatin 15 Year Old,Highland Whisky,0.6382819576372338,-0.2099029699037085
